task_id,text,code,AI_code
463,Write a function to find the maximum product subarray of the given array.,"def max_subarray_product(arr):
	n = len(arr)
	max_ending_here = 1
	min_ending_here = 1
	max_so_far = 0
	flag = 0
	for i in range(0, n):
		if arr[i] > 0:
			max_ending_here = max_ending_here * arr[i]
			min_ending_here = min (min_ending_here * arr[i], 1)
			flag = 1
		elif arr[i] == 0:
			max_ending_here = 1
			min_ending_here = 1
		else:
			temp = max_ending_here
			max_ending_here = max (min_ending_here * arr[i], 1)
			min_ending_here = temp * arr[i]
		if (max_so_far < max_ending_here):
			max_so_far = max_ending_here
	if flag == 0 and max_so_far == 0:
		return 0
	return max_so_far","```python
def maxProductSubarray(nums):
    if not nums:
        return 0
    
    max_product = min_product = result = nums[0]
    
    for i in range(1, len(nums)):
        if nums[i] < 0:
            max_product, min_product = min_product, max_product
            
        max_product = max(nums[i], max_product * nums[i])
        min_product = min(nums[i], min_product * nums[i])
        
        result = max(result, max_product)
    
    return result
```"
464,Write a function to check if all values are same in a dictionary.,"def check_value(dict, n):
    result = all(x == n for x in dict.values()) 
    return result","```python
def check_same_values(dictionary):
    values = dictionary.values()
    return len(set(values)) == 1
```"
465,Write a function to drop empty items from a given dictionary.,"def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1","```python
def drop_empty_items(dictionary):
    return {key: value for key, value in dictionary.items() if value}
```

```python
# Alternative implementation using dict comprehension with conditional expression
def drop_empty_items_alt(dictionary):
    return {key: value for key, value in dictionary.items() if value or isinstance(value, (str, list, tuple))}
```
Note that the second function (`drop_empty_items_alt`) treats empty strings, lists, and tuples as non-empty items. If you want to treat them as empty, use the first function."
466,Write a function to find the peak element in the given array.,"def find_peak_util(arr, low, high, n): 
	mid = low + (high - low)/2
	mid = int(mid) 
	if ((mid == 0 or arr[mid - 1] <= arr[mid]) and
		(mid == n - 1 or arr[mid + 1] <= arr[mid])): 
		return mid 
	elif (mid > 0 and arr[mid - 1] > arr[mid]): 
		return find_peak_util(arr, low, (mid - 1), n) 
	else: 
		return find_peak_util(arr, (mid + 1), high, n) 
def find_peak(arr, n): 
	return find_peak_util(arr, 0, n - 1, n) ","```python
def findPeakElement(nums):
    left, right = 0, len(nums) - 1
    while left < right:
        mid = (left + right) // 2
        if nums[mid] > nums[mid + 1]:
            right = mid
        else:
            left = mid + 1
    return left
```"
467,Write a python function to convert decimal number to octal number.,"def decimal_to_Octal(deciNum):
    octalNum = 0
    countval = 1;
    dNo = deciNum;
    while (deciNum!= 0):
        remainder= deciNum % 8;
        octalNum+= remainder*countval;
        countval= countval*10;
        deciNum //= 8; 
    return (octalNum)","```python
def decimal_to_octal(n):
    if n == 0:
        return '0'
    result = ''
    while n > 0:
        remainder = n % 8
        n = n // 8
        result = str(remainder) + result
    return result
```"
468,Write a function to find the maximum product formed by multiplying numbers of an increasing subsequence of that array.,"def max_product(arr, n ): 
	mpis =[0] * (n) 
	for i in range(n): 
		mpis[i] = arr[i] 
	for i in range(1, n): 
		for j in range(i): 
			if (arr[i] > arr[j] and
					mpis[i] < (mpis[j] * arr[i])): 
						mpis[i] = mpis[j] * arr[i] 
	return max(mpis)","```python
def max_product_increasing_subsequence(arr):
    n = len(arr)
    max_product = [arr[i] for i in range(n)]
    min_product = [arr[i] for i in range(n)]

    for i in range(1, n):
        if arr[i] > 0:
            max_product[i] = max(max_product[i], max_product[i-1] * arr[i])
            min_product[i] = min(min_product[i], min_product[i-1] * arr[i])
        else:
            max_product[i] = max(max_product[i], min_product[i-1] * arr[i])
            min_product[i] = min(min_product[i], max_product[i-1] * arr[i])

    return max(max_product)
```"
469,Write a function to find the maximum profit earned from a maximum of k stock transactions,"def max_profit(price, k):
    n = len(price)
    final_profit = [[None for x in range(n)] for y in range(k + 1)]
    for i in range(k + 1):
        for j in range(n):
            if i == 0 or j == 0:
                final_profit[i][j] = 0
            else:
                max_so_far = 0
                for x in range(j):
                    curr_price = price[j] - price[x] + final_profit[i-1][x]
                    if max_so_far < curr_price:
                        max_so_far = curr_price
                final_profit[i][j] = max(final_profit[i][j-1], max_so_far)
    return final_profit[k][n-1]","```python
def maxProfit(prices, k):
    n = len(prices)
    dp = [[[0 for _ in range(2)] for _ in range(k+1)] for _ in range(n)]
    
    for i in range(1, n):
        for j in range(1, min(i//2 + 1, k)+1):
            dp[i][j][0] = max(dp[i-1][j][0], dp[i-1][j][1] + prices[i])
            dp[i][j][1] = max(dp[i-1][j][1], dp[i-1][j-1][0] - prices[i])
            
    return dp[n-1][k][0]
```"
470,Write a function to find the pairwise addition of the elements of the given tuples.,"def add_pairwise(test_tup):
  res = tuple(i + j for i, j in zip(test_tup, test_tup[1:]))
  return (res) ","```python
def pairwise_addition(tup1, tup2):
    return tuple(a + b for a, b in zip(tup1, tup2))
```

You can use this function like this:

`pairwise_addition((1, 2, 3), (4, 5, 6))`"
471,Write a python function to find remainder of array multiplication divided by n.,"def find_remainder(arr, lens, n): 
    mul = 1
    for i in range(lens):  
        mul = (mul * (arr[i] % n)) % n 
    return mul % n ","```python
def find_remainder(arr, n):
    remainder = 1
    for num in arr:
        remainder = (remainder * num) % n
    return remainder
```"
472,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(l): 
    return sorted(l) == list(range(min(l),max(l)+1)) ","```python
def are_consecutive(nums):
    nums = sorted(set(nums))
    return all(b - a == 1 for a, b in zip(nums, nums[1:]))
```"
473,Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.,"def tuple_intersection(test_list1, test_list2):
  res = set([tuple(sorted(ele)) for ele in test_list1]) & set([tuple(sorted(ele)) for ele in test_list2])
  return (res)","```python
def tuple_intersection(tuple_list):
    if not tuple_list:
        return ()
    
    intersection = set(tuple_list[0])
    
    for tup in tuple_list[1:]:
        intersection &= set(tup)
        
    return tuple(sorted(intersection))
```"
474,Write a function to replace characters in a string.,"def replace_char(str1,ch,newch):
 str2 = str1.replace(ch, newch)
 return str2","```python
def replace_chars(input_str, old_char, new_char):
    if len(old_char) != 1:
        raise ValueError(""Old character must be a single character"")
    
    return input_str.replace(old_char, new_char)
```"
475,Write a function to sort counter by value.,"from collections import Counter
def sort_counter(dict1):
 x = Counter(dict1)
 sort_counter=x.most_common()
 return sort_counter","```python
def sort_counter_by_value(counter):
    return dict(sorted(counter.items(), key=lambda item: item[1]))
```"
476,Write a python function to find the sum of the largest and smallest value in a given array.,"def big_sum(nums):
      sum= max(nums)+min(nums)
      return sum","```python
def sum_of_largest_and_smallest(arr):
    if len(arr) < 1:
        return None
    largest = max(arr)
    smallest = min(arr)
    return largest + smallest
```"
477,Write a python function to convert the given string to lower case.,"def is_lower(string):
  return (string.lower())","```python
def convert_to_lower_case(input_string):
    return input_string.lower()
```"
478,Write a function to remove lowercase substrings from a given string.,"import re
def remove_lowercase(str1):
 remove_lower = lambda text: re.sub('[a-z]', '', text)
 result =  remove_lower(str1)
 return result","```python
def remove_lowercase_substrings(s):
    result = ''
    for char in s:
        if char.isupper():
            result += char
        elif not any(c.islower() for c in result):
            result = ''
        else:
            break
    return result
```"
479,Write a python function to find the first digit of a given number.,"def first_Digit(n) :  
    while n >= 10:  
        n = n / 10; 
    return int(n) ","```python
def first_digit(n):
    n = abs(n)
    while n >= 10:
        n //= 10
    return n
```"
480,Write a python function to find the maximum occurring character in a given string.,"def get_max_occuring_char(str1):
  ASCII_SIZE = 256
  ctr = [0] * ASCII_SIZE
  max = -1
  ch = ''
  for i in str1:
    ctr[ord(i)]+=1;
  for i in str1:
    if max < ctr[ord(i)]:
      max = ctr[ord(i)]
      ch = i
  return ch","```python
def max_occurring_char(s):
    s = ''.join(e for e in s if e.isalnum()).lower()
    char_count = {}
    for char in s:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    return max(char_count, key=char_count.get)
```"
481,Write a function to determine if there is a subset of the given set with sum equal to the given sum.,"def is_subset_sum(set, n, sum):
	if (sum == 0):
		return True
	if (n == 0):
		return False
	if (set[n - 1] > sum):
		return is_subset_sum(set, n - 1, sum)
	return is_subset_sum(set, n-1, sum) or is_subset_sum(set, n-1, sum-set[n-1])","```python
def is_subset_sum(nums, target):
    n = len(nums)
    dp = [[False] * (target + 1) for _ in range(n + 1)]

    for i in range(n + 1):
        dp[i][0] = True

    for i in range(1, n + 1):
        for j in range(1, target + 1):
            if nums[i - 1] > j:
                dp[i][j] = dp[i - 1][j]
            else:
                dp[i][j] = dp[i - 1][j] or dp[i - 1][j - nums[i - 1]]

    return dp[n][target]
```"
482,Write a function to find sequences of one upper case letter followed by lower case letters in the given string by using regex.,"import re 
def match(text): 
		pattern = '[A-Z]+[a-z]+$'
		if re.search(pattern, text): 
				return('Yes') 
		else: 
				return('No') ","```python
import re

def find_sequences(s):
    return re.findall(r'[A-Z][a-z]+', s)
```"
483,Write a python function to find the first natural number whose factorial is divisible by x.,"def first_Factorial_Divisible_Number(x): 
    i = 1;
    fact = 1; 
    for i in range(1,x): 
        fact = fact * i 
        if (fact % x == 0): 
            break
    return i ","```python
def find_n(x):
    def factorial(n):
        if n == 0:
            return 1
        else:
            return n * factorial(n-1)
    
    n = 1
    while True:
        fact = factorial(n)
        if fact % x == 0:
            return n
        n += 1
```"
